event_id,japones,es_oficial
10090228,よしっ　バトルだ！,Que sepas que soy bastante bueno.\n¿Quieres que midamos nuestras fuerzas?
10090229,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10090229,%s\nが%2F仲間になった！,¡%s se te ha unido!
10090229,0まっ　まいった…！\nスゴイぜ　あんた…。,Lo prometido es deuda.\nMe apunto al equipo.
10090229,@なんだあ　おまえは\nこのオレ%1F様に　%1F何か%1F用かよ？,¿Quién eres y qué\nquieres de mí?
10090229,Lああ？　サッカー%1F部に%1F入れって？\nじょうだんは%1F顔だけにしろよ。,"¿Eh? ¿Que entre en el equipo?\nNo me vengas con bromas, anda."
10090229,Lしつこいぜ！\n%1F口で%1F言ってもわからないなら…\nサッカーバトルだ！,¡Qué plomo! Si no lo entiendes\ncon palabras... ¡te lo haré\nentender con goles!
10090229,Xその%1F人は　いつも\n%3F河川敷グラウンドのベンチの%1F近くに\nいるみたいですよ！,¡Siempre está cerca de los bancos\nque hay en el campo de fútbol\ndel río!
10090229,\その%1F人は　いつも\n%3F商店街のピンクでかわいいお%1F店の%1F近くに\nいるみたいですよ！,¡Siempre está al comienzo de la plaza\nde adoquines del barrio comercial!
10090229,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10090229,かくごしなっ！,¡Reza lo que sepas!
10090229,さっさと%1F消えなっ！,Maldita sea...\nPues sí que eres bueno...
10090230,$それじゃあ　%1F始めようか。,¿Te piras?
10090230,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10090230,%1F逃げるのかい？,"Si me ganas, aceptaré cualquier\nfavor que me pidas, ¿vale?"
10090230,%s\nが%2F仲間になった！,¡%s se te ha unido!
10090230,8ごほうびに\nこのボクが　%2F相手をしてあげるよ。,"En agradecimiento, jugaré contigo."
10090230,Hキミがボクに%1F勝ったら\n%1F何でも%1F言うことを%1F聞いてあげるよ。,"Venga, te haré caso...\nTe lo has ganado. Juegas muy bien."
10090230,Lその%1F人は　いつも\n%3F河川敷のトイレの%1F近くに\nいるみたいですよ！,¡Siempre ronda los baños\nque hay en el río!
10090230,Pその%1F人は　いつも\n%3F商店街のカメラ%1F屋の%1F前に\nいるみたいですよ！,¡Siempre está delante de\nla tienda de cámaras del\nbarrio comercial!
10090230,Pふっふっふっふっふ…\nボクを%1F見つけるとは\n%1F運がいいヤツだな　キミは。,"Ju, ju, ju... Qué suertudo.\n¡Has conseguido encontrarme!..."
10090230,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10090230,dなかなか　やるようだね。\nそれじゃあ　%2F約束だ。\n%1F何でも%1F言うことを%1F聞いてあげるよ。,"¿Quieres que juegue contigo?\n¿Estás seguro? Vale, me\napuntaré a tu equipo."
10090230,dもし　キミが%1F勝ったら\n%1F何でも%1F言うことを%1F聞いてあげるよ。\nさあ　%2F勝負するかい？,"Si ganas, haré lo que me pidas.\nQué, ¿jugamos?"
10090230,やくそく,Hay que entrenarse más.
10090231,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10090231,%s\nが%2F仲間になった！,¡%s se te ha unido!
10090231,@おっ　%2F円堂じゃないか。\nこんな%1F所でなにしてんだよ。,"¡Anda, si es Mark!\n¿Qué has venido a hacer aquí?"
10090231,@なんだ　ちがうのか…。\nだったら　いったい%1F何の%1F用だ？,"Ah, ¿no?\nEntonces, ¿a qué has venido?"
10090231,Dまた　サッカー%1F部に%1F入れとか\n%1F言うんじゃないだろうな？,¿No habrás venido otra vez\ncon la misma cantinela?
10090231,Lその%1F人は　いつも\n%3F河川敷のサクの%1F周りに\nいるみたいですよ！,¡Siempre va por los alrededores\nde la valla que hay en el parque\ndel río!
10090231,Xしょうがねえな…\nだったら　オレを%1F倒してみなよ。\nそうしたら　%1F入ってやるさ。,"Qué remedio...\nIntenta vencerme, pues. Si lo\nconsigues, jugaré en tu equipo."
10090231,Xちっ　%1F負けちまったぜ。\nまあ　%2F約束だしな…\nサッカー%1F部に%1F入ってやるよ。,"Maldita sea, he perdido...\nMuy bien, entraré en\nel equipo de fútbol."
10090231,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10090231,h…なに？　オレを%1F待っていただと？\nまた　サッカー%1F部に%1F入れとか\n%1F言うんじゃないだろうな？,"¿Eh? ¿Que me estabas buscando?\nNo vendrás a decirme otra vez\neso de que entre en tu equipo, ¿no?"
10090232,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10090232,$ヘッ　%2F後悔しても%1F遅いぜ！,"¡Je, je!\n¡Es tarde para arrepentirse!"
10090232,%s\nが%2F仲間になった！,¡%s se te ha unido!
10090232,@どうしてもって%1F言うなら…\nオレとバトルしてみるかい？,"Si vas a ponerte pesado, te dejo\nque lo decidamos con una pachanga."
10090232,Lその%1F人は　いつも\nサッカー%2F部室の%1F近くに\nいるみたいですよ！,¡Siempre está cerca del\nclub de fútbol!
10090232,Pヘヘッ　オレは%2F体力には\n%2F自信があるんだ。\nゼッタイに%1F負けないぜ。,"Je, apuesto a que no aguantáis\ntan bien un partido como yo.\n¿Estáis preparados?"
10090232,Xアーん？　なんだぁ。\nオレにサッカー%1F部に%1F入れだって？\nヘッ　お%1F断りだぜ。,"¿Qué dices tú? ¿Que juegue\nen el equipo de fútbol? Juas,\nqué más quisieras."
10090232,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10090232,`オレをたおしたら\nサッカー%1F部に%1F入ってやるぜ。\n%2F体力なら　ダレにも%1F負けないぜ！,"¡Je, je! ¡Patanes!"
10090233,$えー…　%1F試してくださいよ。,"¿Eh? Vamos, prueba conmigo."
10090233,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10090233,%s\nが%2F仲間になった！,¡%s se te ha unido!
10090233,8だったら　ボクを\nメンバーに%1F入れてみません？,"Si tan mal lo tienes, ¿por qué\nno me aceptas en tu equipo?"
10090233,Hこんにちは！\nサッカー%1F部のメンバーを\n%1F集めているんですか？,"¡Buenas, Mark! Estás buscando\njugadores para tu equipo,\n¿verdad?"
10090233,Pこう%1F見えてサッカー%2F上手なんです。\nなんだったら　%1F試してみます？,"¡Aunque no lo parezca,\nel fútbol se me da bien!\n¿Quieres comprobarlo?"
10090233,Pその%1F人は　いつも\n%3F河川敷グラウンドの%2F海岸に\nいるみたいですよ！,"¡Siempre está en la orilla del\nrío, cerca del campo de fútbol!"
10090233,Xあっ　また%1F来たんですね。\nボクのサッカーの%2F上手さ\nまた　%1F試してみます？,"Otra vez aquí, ¿eh? ¿Estás listo\npara comprobar lo bueno que soy?"
10090233,\その%1F人は　いつも\n%3F商店街のピンクでかわいいお%1F店の%1F近くに\nいるみたいですよ！,¡Siempre está al comienzo de la plaza\nde adoquines del barrio comercial!
10090233,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10090233,hはー　%1F負けちゃいました。\nでも　けっこう%2F上手でしょう？\nボクが　%1F力になってあげますよ。,"¡Guau, he perdido!...\nPero no soy nada malo, ¿verdad?\nSeguro que os soy útil."
10090233,じょうず,"Es normal. ¡Je, je!\nYa sé que juego bastante bien."
10090233,ＯＫ！　いきますよ！,¡Vale! ¡Allá voy!
10100001,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10100001,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100001,",いい%2F覚悟だな。\nじゃあ　いくぜ！！","Así me gusta.\n¡Vamos, a jugar!"
10100001,<このオレと%2F勝負して%1F勝ったらな。\nさあ　やるか！？,Tendrías que ganarme en un\npartidete... ¿Qué dices?
10100001,@なんだったら\nオレが%1F入ってやってもいいぜ。\nただし…,"Si tanta falta te hago, jugaré\ncontigo, pero..."
10100001,Dどうした　%2F円堂？\nこのオレと%2F勝負するのが　%1F怖いのか？,"¿Qué pasa, Mark?\n¿Te da miedo enfrentarte a mí?"
10100001,P%2F人脈ルートロック%2F解除！\n%2F音無に%1F話しかけて　%2F確認してみよう！,¡Se ha desbloqueado una ruta de\ncontactos! ¡Habla con Celia para\nacceder a ella!
10100001,Pその%1F人は　いつも\n%3F本校舎%1F入り%1F口の%1F近くに\nいるみたいですよ！,¡Siempre está cerca de la entrada\ndel edificio principal!
10100001,Tよう　%2F円堂！\n%2F最近　サッカー%1F部のメンバーを\n%1F集めてるんだってな。,"¡Hola, Mark! Me han dicho que\nbuscas jugadores para tu equipo."
10100001,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10100002,$もしもし？\nセンパイですか？,¡El jugador que buscabas\nse ha ido a otra parte!
10100002,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100002,",いい%2F覚悟だな。\nじゃあ　いくぜ！！","Así me gusta.\n¡Vamos, a jugar!"
10100002,4%2F根性は　あるようだな。\nじゃあ　いくぜ！！,"Parece que tienes agallas.\nEstá bien, ¡vamos allá!"
10100002,<この%1F前の%2F勝負のリベンジだろ？\nさあ　やろうぜ！！,"¿Vienes a quitarte el mal sabor\nde boca de la última derrota?\nVamos, estoy listo."
10100002,<このオレと%2F勝負して%1F勝ったらな。\nさあ　やるか！？,Tendrías que ganarme en un\npartidete... ¿Qué dices?
10100002,@なんだったら\nオレが%1F入ってやってもいいぜ。\nただし…,"Si tanta falta te hago, jugaré\ncontigo, pero..."
10100002,Dどうした　%2F円堂？\nこのオレと%2F勝負するのが　%1F怖いのか？,"¿Qué pasa, Mark?\n¿Te da miedo enfrentarte a mí?"
10100002,Hその%1F人は　いつも\n%3F西校舎の%1F裏あたりに\nいるみたいですよ！,¡Siempre va por la parte de atrás\ndel edificio oeste!
10100002,P%2F人脈ルートロック%2F解除！\n%2F音無に%1F話しかけて　%2F確認してみよう！,¡Se ha desbloqueado una ruta de\ncontactos! ¡Habla con Celia para\nacceder a ella!
10100002,Tよう　%2F円堂！\n%2F最近　サッカー%1F部のメンバーを\n%1F集めてるんだってな。,"¡Hola, Mark! Me han dicho que\nbuscas jugadores para tu equipo."
10100002,Xよう　%2F円堂！\nお%1F前が%1F来るのを%1F待ってたぜ。\nここに%1F来たってことは…,"¡Buenas, Mark! Esperaba que\nvinieras. Que estés aquí solo\npuede significar una cosa..."
10100002,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,"¡Hola, Mark!"
10100002,こんじょう,"Ah, ¿no quieres la revancha?\nJo, ahora que estaba empezando\na hacerme ilusiones... Qué chasco."
10100003,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10100003,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100003,",いい%2F覚悟だな。\nじゃあ　いくぜ！！",Tendrías que ganarme en un\npartidete... ¿Qué dices?
10100003,4%2F根性は　あるようだな。\nじゃあ　いくぜ！！,"¿Vienes a quitarte el mal sabor\nde boca de la última derrota?\nVamos, estoy listo."
10100003,<この%1F前の%2F勝負のリベンジだろ？\nさあ　やろうぜ！！,"¡Buenas, Mark! Esperaba que\nvinieras. Que estés aquí solo\npuede significar una cosa..."
10100003,<このオレと%2F勝負して%1F勝ったらな。\nさあ　やるか！？,"Si tanta falta te hago, jugaré\ncontigo, pero..."
10100003,@なんだったら\nオレが%1F入ってやってもいいぜ。\nただし…,"¡Hola, Mark! Me han dicho que\nbuscas jugadores para tu equipo."
10100003,Dどうした　%2F円堂？\nこのオレと%2F勝負するのが　%1F怖いのか？,"Así me gusta.\n¡Vamos, a jugar!"
10100003,Lその%1F人は　いつも\n%3F河川敷のベンチの%1F近くに\nいるみたいですよ！,¡Siempre está cerca de los bancos\nque hay en el campo de fútbol\ndel río!
10100003,P%2F人脈ルートロック%2F解除！\n%2F音無に%1F話しかけて　%2F確認してみよう！,¡Se ha desbloqueado una ruta de\ncontactos! ¡Habla con Celia para\nacceder a ella!
10100003,Tよう　%2F円堂！\n%2F最近　サッカー%1F部のメンバーを\n%1F集めてるんだってな。,¡Siempre está cerca de los bancos\nque hay por el río!
10100003,Xよう　%2F円堂！\nお%1F前が%1F来るのを%1F待ってたぜ。\nここに%1F来たってことは…,"¿Qué pasa, Mark?\n¿Te da miedo enfrentarte a mí?"
10100003,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10100003,こんじょう,"Parece que tienes agallas.\nEstá bien, ¡vamos allá!"
10100004,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10100004,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100004,",いい%2F覚悟だな。\nじゃあ　いくぜ！！",Tendrías que ganarme en un\npartidete... ¿Qué dices?
10100004,4%2F根性は　あるようだな。\nじゃあ　いくぜ！！,¿Vienes a quitarte el mal sabor\nde boca de la última derrota?
10100004,<この%1F前の%2F勝負のリベンジだろ？\nさあ　やろうぜ！！,"¡Buenas, Mark! Esperaba que\nvinieras. Que estés aquí solo\npuede significar una cosa..."
10100004,<このオレと%2F勝負して%1F勝ったらな。\nさあ　やるか！？,"Si tanta falta te hago, jugaré\ncontigo, pero..."
10100004,@なんだったら\nオレが%1F入ってやってもいいぜ。\nただし…,"¡Hola, Mark! Me han dicho que\nbuscas jugadores para tu equipo."
10100004,Dどうした　%2F円堂？\nこのオレと%2F勝負するのが　%1F怖いのか？,"Así me gusta.\n¡Vamos, a jugar!"
10100004,P%2F人脈ルートロック%2F解除！\n%2F音無に%1F話しかけて　%2F確認してみよう！,¡Se ha desbloqueado una ruta de\ncontactos! ¡Habla con Celia para\nacceder a ella!
10100004,Tその%1F人は　いつも\n%3F河川敷グラウンドの%1F橋の%1F下に\nいるみたいですよ！,¡Siempre está debajo del puente\nque hay cerca del campo del río!
10100004,Tよう　%2F円堂！\n%2F最近　サッカー%1F部のメンバーを\n%1F集めてるんだってな。,¡Siempre está debajo del puente\ndel campo de fútbol del río!
10100004,Xよう　%2F円堂！\nお%1F前が%1F来るのを%1F待ってたぜ。\nここに%1F来たってことは…,"¿Qué pasa, Mark?\n¿Te da miedo enfrentarte a mí?"
10100004,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10100004,こんじょう,"Parece que tienes agallas.\nEstá bien, ¡vamos allá!"
10100005,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10100005,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100005,",いい%2F覚悟だな。\nじゃあ　いくぜ！！","Así me gusta.\n¡Vamos, a jugar!"
10100005,4%2F根性は　あるようだな。\nじゃあ　いくぜ！！,"Parece que tienes agallas.\nEstá bien, ¡vamos allá!"
10100005,<この%1F前の%2F勝負のリベンジだろ？\nさあ　やろうぜ！！,"¿Vienes a quitarte el mal sabor\nde boca de la última derrota?\nVamos, estoy listo."
10100005,<このオレと%2F勝負して%1F勝ったらな。\nさあ　やるか！？,Tendrías que ganarme en un\npartidete... ¿Qué dices?
10100005,@なんだったら\nオレが%1F入ってやってもいいぜ。\nただし…,"Si tanta falta te hago, jugaré\ncontigo, pero..."
10100005,Dどうした　%2F円堂？\nこのオレと%2F勝負するのが　%1F怖いのか？,"¿Qué pasa, Mark?\n¿Te da miedo enfrentarte a mí?"
10100005,Lその%1F人は　いつも\nサッカー%2F部室の%1F近くに\nいるみたいですよ！,¡Siempre está cerca del\nclub de fútbol!
10100005,P%2F人脈ルートロック%2F解除！\n%2F音無に%1F話しかけて　%2F確認してみよう！,¡Se ha desbloqueado una ruta de\ncontactos! ¡Habla con Celia para\nacceder a ella!
10100005,Tよう　%2F円堂！\n%2F最近　サッカー%1F部のメンバーを\n%1F集めてるんだってな。,"¡Hola, Mark! Me han dicho que\nbuscas jugadores para tu equipo."
10100005,Xよう　%2F円堂！\nお%1F前が%1F来るのを%1F待ってたぜ。\nここに%1F来たってことは…,"¡Buenas, Mark! Esperaba que\nvinieras. Que estés aquí solo\npuede significar una cosa..."
10100005,\センパイがスカウトしたい%1F人は\n%1F今までいた%2F場所から\n%2F移動したみたいですね！,¡El jugador que buscabas\nse ha ido a otra parte!
10100005,こんじょう,"Ah, ¿no quieres la revancha?\nJo, ahora que estaba empezando\na hacerme ilusiones... Qué chasco."
10100011,$もしもし？\nセンパイですか？,"¡Hola, Mark!"
10100011,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100011,<かけもちでも　いいのなら\n%1F入ってあげてもいいよ。,Aceptaré tu oferta si me permites\nalternar el fútbol con mi otro club.\n¿Trato hecho?
10100011,Lじゃあ　しょうがないな。\nそこまで　%1F言うのなら\n%1F入ってあげるよ。,"Qué remedio... Venga, tú ganas."
10100011,Pその%1F人は　いつも\n%2F囲碁%2F将棋%1F部の%2F部室に\nいるみたいですよ！,¡Siempre está en la sala del\nclub de ajedrez!
10100011,dえっ　サッカー%1F部へ%1F入らないかって？\n…%1F悪いけど　ちがう%2F部活に\n%1F入ってるんだ。,"¿Que entre en tu equipo? Lo\nsiento, pero ya estoy apuntado\na otro club."
10100011,これから　よろしく！,¡Tenemos que ser los mejores!
10100011,それじゃあ　ダメだね。,Muy mal.
10100012,%s\nが%2F仲間になった！,¡%s se te ha unido!
10100012,4%1F彼なら\n%2F正門の%1F近くに%1F呼んでいるわ。,Está esperándote cerca\nde la puerta principal.
10100012,Lどこかへ%1F行ってしまう%1F前に\n%1F早く　%1F引き%1F抜いてきなさい。,"Fíchale rápido, antes de\nque se vaya a otra parte."
10100012,d%2F雷門サッカー%1F部\nあんたたちの%2F実力はホンモノだった。\nいっしょにサッカーさせてくれ！,Me habéis demostrado vuestra\nvalía como equipo de fútbol.\n¡Dejad que me una a vosotros!
10100012,もしもし？\n%2F円堂くん？,¡Hola! ¿Mark?
61010001,Lここは%2F受付です。　\n%2F名前をお%1F書きになって\nお%1F待ちください。,Hola. Esta es la recepción.\n¿En qué puedo ayudarte?
62000080,4いらっしゃい。\n%2F今日は　どうするんだい？,¿Algo más?
62000080,そうかい　またおいでねー。,Muchas gracias.
62000080,まいど　どうもねー。,"Hola, ¿en qué puedo servirte?"
62000250,$ほっほっほ。\nいらっしゃい。,"Jo, jo, jo.\nBienvenido."
62000250,%1F他　%1F用はあるかい？,¿Algo más?
62000250,また　おいでね。,Hasta otra.
62000460,$%1F他に　%1F用はございますか？,¿Quieres algo más?
62000460,Dいらっしゃいませー。\nコンビニ%3F商店街%1F店へ　ようこそー。,Bienvenido a la tienda de 24 h\ndel barrio de tiendas.
62000470,$%1F他に　ご%1F用はありますか？,¿Quieres algo más?
62000470,いらっしゃいませー。,Espero que vuelvas a visitarnos.
62000480,Hいらっしゃいま〜しぇ〜。\n%2F看板ムスメのトメで〜しゅ\nうふっ。,"¡Hola! ¡Me llamo Tome! Ji, ji."
62000490,4いらっしゃい！\n%2F雷神%2F模型へ　ようこそ！,¡Hola! ¡Bienvenido a la tienda\nde maquetas Raijin!
62000500,4らっしゃい！\nめんのかたさは　どうしやすかい？,¡Buenas! ¿Cómo de duros quieres\nlos fideos?
62000510,�いらっしゃいまーせー。\fゲームは　クリアしてから\n%1F新しいものを　%1F買う！\nこれが　%1F正しいゲームの%1F遊び%1F方だよ。,"Buenos días.\fHasta que no se termina un juego,\nno se compra otro nuevo.\nEsa es la mejor manera de jugar."
62000520,",%1F他に　%1F何か%1F用はありますか？",¿Quieres algo más?
62000520,Dいらっしゃいませ。\n%1F新しいスポーツ%2F用品は　いかがですか？,"Hola, ¿qué te parecen nuestros\nartículos de deporte nuevos?"
62000530,",おかえりなさいませ。　ご%2F主人%1F様♪","Me alegro de volver a verle, señor."
62000530,L…%1F今は%1F誰もおりません。\nお%1F帰り%1F下さいませ　ご%2F主人%1F様。,"Ahora no podemos atenderle.\nVuelva otro día, por favor."
62000530,dおかえりなさいませ　ご%3F主人様♪\nメイド%2F喫茶は　\nただ%1F今　%2F営業%2F停止%1F中で〜す♪,¡Bienvenido a la cafetería!\nAhora mismo el bar temático\nestá cerrado.
62000530,рｻして　%3F真二屋%2F店長も\n%1F今は　お%2F部屋で\nお%3F昼寝中で〜っす♪\fまたのお%1F帰りを\nお%1F待ちしてま〜っす　うふっ♪,"El jefe está durmiendo en\nla habitación.\fEspero que vuelva a visitarnos\npronto. Ji, ji."
62000562,$%1F他に　%1F用はありますか？,¿Quieres algo más?
62000562,@いらっしゃいませー。\nコンビニ%2F駅前%1F店へ　ようこそー。,Bienvenido a la tienda de 24 h\nde la estación.
62000563,Dウチの%1F薬は%2F効果バツグン！\nさあ　%1F見てってくれよな！,"¡Nuestros medicamentos son\nmuy efectivos! ¡Adelante,\neche un vistazo!"
63000050,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000050,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000050,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000180,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000180,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000180,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000350,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000350,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000350,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000370,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000370,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000370,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000390,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000390,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000390,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000400,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000400,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000400,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000561,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000561,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000561,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
63000590,4%2F円堂たちの\nＧＰとＴＰが　%3F全回復した！,No tienes puntos de Pasión\nsuficientes.
63000590,4%dポイントかかります。\nよろしいでしょうか？,Puntos necesarios: %d.\n¿Te parece bien?
63000590,8ねっけつポイントを　つかって\n%2F回復できます。,Utiliza los puntos de Pasión\npara recuperar fuerzas.
81000010,",あれ　%2F夏未さんが%1F探していたよ？","Mi madre me ha pedido que vaya a\nla pescadería, pero el pescadero\nme da miedo."
81000010,4ふわあぁ〜。\n%2F今日も　いい%2F天気だなー。,"Te contaré una leyenda urbana...\fSe dice que el equipo del Instituto\nOccult solo tiene diez jugadores,\npero ellos aseguran que son once."
81000010,D%3F豪炎寺くんを　\nワナにかけようとするなんて\nゆるさないわ！,¡Un momento! ¿Es cierto que habéis\nperdido la semifinal? ¿Se puede\nsaber qué estáis haciendo?
81000010,Hああ　おなか%1F空いたなあ。\n%2F今日の%1F晩ごはんは\nなにかなあ。,¿Sabías que el Instituto Otaku\nestá en el barrio de la\nelectrónica de Tokio?
81000010,L%3F豪炎寺くんのためなら\nどこへだって\n%2F応援に　%1F行っちゃうわ！,La técnica Tornado dragón de\nAxel mola un montón.\nMe dejó embobada...
81000010,P%3F豪炎寺くんってス・テ・キ\nわたし　ファンクラブ\n%1F作っちゃおっかな。,"En el partido contra la Royal\nAcademy cayeron unas vigas\nde hierro, ¿verdad?\f¡Menos mal que Axel no se hizo daño!"
81000010,P%4F秋葉名戸って\n「しゅうようめいと」\nって%1F読むんだって。　しってた？,"Me lo ha contado un amigo\nque va al Instituto Occult.\fPor lo visto, los del club de\nfútbol están entrenando muy duro."
81000010,X%2F今日は　%3F体育館は%1F使えないよ。\n%2F練習するなら　グラウンドを%1F使いなよ。,¿Mm? Juraría que he oído un ruido\nque venía de debajo de la estatua.\nSerán imaginaciones mías...
81000010,X%2F今日も　%3F体育館は%1F使えないよ。\n%2F練習するなら　グラウンドを%1F使ってよ。,"¡Por culpa de ese sótano\nextraño, ya no puedo pulir\nla estatua como antes!\f¡¿Qué voy a pulir ahora?!..."
81000010,X%3F豪炎寺くんのドラゴントルネード\nカッコよかったわねぇ…。\nああ　うっとり…。,"Uh, qué hambre me ha entrado.\n¿Qué tendré hoy para cenar?..."
81000010,Xなんか　%2F具合がワルそうね。\n%3F豪炎寺くんの%1F足を　\nひっぱらないでよねっ？,"Ji, ji. Desde que vi el partido\ndel otro día, cada vez me siento\nmás atraída por Axel..."
81000010,Xはーっ　ぴかぴかぴか\nこの%2F銅像を　ぴっかぴかに%1F磨くのが\nボクの%2F日課さ。,"No puedo incorporarme a vuestro\nequipo, pero te diré algo que\nseguro que te interesa.\fHay un chico de segundo al\nque se le da muy bien ocultar\nsu presencia."
81000010,\うーん　%1F気のせいかな。\n%2F銅像の%1F下から　なんだか\nヘンな%2F物音がするんだ…。,Era broma.
81000010,\この%1F前の%2F試合を%1F見て\nますます　%3F豪炎寺くんに\nほれなおしちゃった　うふっ。,¿Que Nelly se ha nombrado\ngerente del club?\f¿Crees que lo ha hecho porque le\ngusta Axel?... ¡Es imperdonable!
81000010,\ちょっと！　\n%3F準決勝　%1F負けちゃったんですって？\n%1F何やってるのよ　%2F円堂くん！,No tienes buena cara...\n¡Ni se te ocurra estorbar a Axel!
81000010,`あたらしい%3F秘伝書を　%1F見つけたって？\nよかったね！　でも　\n%3F秘伝書って　なあに？？,Nelly te está buscando.
81000010,hついに%2F帝国との%2F試合ね。\nはあ　%3F豪炎寺くんと%2F鬼道くん\nどっちかなんて　えらべないわ…。,¡Es imperdonable que le hayan\npreparado una trampa a Axel!
81000010,lママにおつかい　たのまれちゃった。\n%3F商店街の　%3F鮮魚店のじいさん\nコワいから　ニガテなんだよなぁ。,"Hoy no podéis usar el gimnasio.\nSi queréis practicar, probad\nen el campo."
81000010,t%4F帝国学園との%2F試合で\n%2F鉄骨が%1F落ちてきたでしょ？\f%3F豪炎寺くんがケガしなくて\nホンっと　よかったわ！,El partido contra la Royal\nestá al caer. Soy incapaz\nde elegir entre Axel y Jude.
81000010,|%4F尾刈斗中の　トモダチが\n%1F言ってたけど。\fサッカー%1F部のヤツら　\nかなり　スゴイとっくんを　\nしてるらしいよ。,¿Habéis encontrado otro cuaderno\nsecreto? ¡Me alegro! Pero... ¿qué\nes un cuaderno secreto?
81000010,…な〜んちゃって。,"Aaah, cómo brilla...\nTodos los días pulo esta estatua\nde bronce hasta que resplandece."
